model_rel_path	input_json	java_layout_json	java_status	java_error
tickets/layered/079_selfLoopLabels.elkt	/Users/luuvish/Projects/research/elk-rs/perf/model_parity/java/input/tickets/layered/079_selfLoopLabels.elkt.json	/Users/luuvish/Projects/research/elk-rs/perf/model_parity/java/layout/tickets/layered/079_selfLoopLabels.elkt.json	ok	
tickets/layered/463_aioobe_with_self_loops.elkt	/Users/luuvish/Projects/research/elk-rs/perf/model_parity/java/input/tickets/layered/463_aioobe_with_self_loops.elkt.json	/Users/luuvish/Projects/research/elk-rs/perf/model_parity/java/layout/tickets/layered/463_aioobe_with_self_loops.elkt.json	ok	
