event	index	total	model_rel_path	status	elapsed_ms	note
start	1	1	realworld/ptolemy/hierarchical/continuous_pendulum3d_Pendulum3D.elkt	-	0	-
end	1	1	realworld/ptolemy/hierarchical/continuous_pendulum3d_Pendulum3D.elkt	ok	4	-
