model_rel_path	input_json	java_layout_json	java_status	java_error	rust_layout_json	rust_status	rust_error
realworld/ptolemy/hierarchical/continuous_cartpendulum_CartPendulum.elkt	/Users/cody.ij.hwang/Projects/github/elk-rs/perf/model_parity/java/input/realworld/ptolemy/hierarchical/continuous_cartpendulum_CartPendulum.elkt.json	/Users/cody.ij.hwang/Projects/github/elk-rs/perf/model_parity/java/layout/realworld/ptolemy/hierarchical/continuous_cartpendulum_CartPendulum.elkt.json	ok		perf/model_parity_step50_cartpendulum_trace_prefetch25/rust/realworld/ptolemy/hierarchical/continuous_cartpendulum_CartPendulum.elkt.json	ok	
