model_rel_path	input_json	java_layout_json	java_status	java_error
tickets/layered/425_selfLoopInCompoundNode.elkt	/Users/cody.ij.hwang/Projects/github/elk-rs/perf/model_parity_tickets/java/input/tickets/layered/425_selfLoopInCompoundNode.elkt.json	/Users/cody.ij.hwang/Projects/github/elk-rs/perf/model_parity_tickets/java/layout/tickets/layered/425_selfLoopInCompoundNode.elkt.json	ok	
