event	index	total	model_rel_path	status	elapsed_ms	note
start	1	1	tickets/layered/425_selfLoopInCompoundNode.elkt	-	0	-
end	1	1	tickets/layered/425_selfLoopInCompoundNode.elkt	ok	9	-
