model_rel_path	input_json	java_layout_json	java_status	java_error
realworld/ptolemy/hierarchical/continuous_cartpendulum_CartPendulum.elkt	/Users/cody.ij.hwang/Projects/github/elk-rs/perf/model_parity/java/input/realworld/ptolemy/hierarchical/continuous_cartpendulum_CartPendulum.elkt.json	/Users/cody.ij.hwang/Projects/github/elk-rs/perf/model_parity/java/layout/realworld/ptolemy/hierarchical/continuous_cartpendulum_CartPendulum.elkt.json	ok	
