model_rel_path	input_json	java_layout_json	java_status	java_error	rust_layout_json	rust_status	rust_error
realworld/ptolemy/hierarchical/continuous_pendulum3d_Pendulum3D.elkt	/Users/cody.ij.hwang/Projects/github/elk-rs/perf/model_parity/java/input/realworld/ptolemy/hierarchical/continuous_pendulum3d_Pendulum3D.elkt.json	/Users/cody.ij.hwang/Projects/github/elk-rs/perf/model_parity/java/layout/realworld/ptolemy/hierarchical/continuous_pendulum3d_Pendulum3D.elkt.json	ok		perf/model_parity_step50_pendulum3d_prefetch_scan/p12/rust/realworld/ptolemy/hierarchical/continuous_pendulum3d_Pendulum3D.elkt.json	ok	
