model_rel_path	input_json	java_layout_json	java_status	java_error	rust_layout_json	rust_status	rust_error
tickets/layered/182_minNodeSizeForHierarchicalNodes.elkt	/Users/cody.ij.hwang/Projects/github/elk-rs/perf/model_parity_tickets/java/input/tickets/layered/182_minNodeSizeForHierarchicalNodes.elkt.json	/Users/cody.ij.hwang/Projects/github/elk-rs/perf/model_parity_tickets/java/layout/tickets/layered/182_minNodeSizeForHierarchicalNodes.elkt.json	ok		perf/model_parity_step51_trace_182/rust/layout/tickets/layered/182_minNodeSizeForHierarchicalNodes.elkt.json	ok	
