model_rel_path	input_json	java_layout_json	java_status	java_error
tickets/layered/182_minNodeSizeForHierarchicalNodes.elkt	/Users/cody.ij.hwang/Projects/github/elk-rs/perf/model_parity_tickets/java/input/tickets/layered/182_minNodeSizeForHierarchicalNodes.elkt.json	/Users/cody.ij.hwang/Projects/github/elk-rs/perf/model_parity_tickets/java/layout/tickets/layered/182_minNodeSizeForHierarchicalNodes.elkt.json	ok	
