event	index	total	model_rel_path	status	elapsed_ms	note
start	1	1	tickets/layered/182_minNodeSizeForHierarchicalNodes.elkt	-	0	-
end	1	1	tickets/layered/182_minNodeSizeForHierarchicalNodes.elkt	ok	6	-
